Row,Long,Lat,Segment,ObjectID,LHDCode,LHDName,LHDSegment
6756,150.0647,-34.7846,1,2,X730,Illawarra Shoalhaven,X730.s1
6757,150.0678,-34.781,1,2,X730,Illawarra Shoalhaven,X730.s1
6758,150.0676,-34.7788,1,2,X730,Illawarra Shoalhaven,X730.s1
6759,150.0617,-34.7747,1,2,X730,Illawarra Shoalhaven,X730.s1
6760,150.0555,-34.774,1,2,X730,Illawarra Shoalhaven,X730.s1
6761,150.0554,-34.7714,1,2,X730,Illawarra Shoalhaven,X730.s1
6762,150.061,-34.7684,1,2,X730,Illawarra Shoalhaven,X730.s1
6763,150.0738,-34.768,1,2,X730,Illawarra Shoalhaven,X730.s1
6764,150.0758,-34.7733,1,2,X730,Illawarra Shoalhaven,X730.s1
6765,150.0816,-34.7738,1,2,X730,Illawarra Shoalhaven,X730.s1
6766,150.0868,-34.7789,1,2,X730,Illawarra Shoalhaven,X730.s1
6767,150.0927,-34.7808,1,2,X730,Illawarra Shoalhaven,X730.s1
6768,150.1053,-34.7888,1,2,X730,Illawarra Shoalhaven,X730.s1
6769,150.1095,-34.7988,1,2,X730,Illawarra Shoalhaven,X730.s1
6770,150.1153,-34.7994,1,2,X730,Illawarra Shoalhaven,X730.s1
6771,150.1216,-34.8039,1,2,X730,Illawarra Shoalhaven,X730.s1
6772,150.1252,-34.8082,1,2,X730,Illawarra Shoalhaven,X730.s1
6773,150.127,-34.8176,1,2,X730,Illawarra Shoalhaven,X730.s1
6774,150.1339,-34.8198,1,2,X730,Illawarra Shoalhaven,X730.s1
6775,150.1478,-34.8204,1,2,X730,Illawarra Shoalhaven,X730.s1
6776,150.1624,-34.8231,1,2,X730,Illawarra Shoalhaven,X730.s1
6777,150.1777,-34.8183,1,2,X730,Illawarra Shoalhaven,X730.s1
6778,150.1946,-34.8196,1,2,X730,Illawarra Shoalhaven,X730.s1
6779,150.2099,-34.8143,1,2,X730,Illawarra Shoalhaven,X730.s1
6780,150.2177,-34.8049,1,2,X730,Illawarra Shoalhaven,X730.s1
6781,150.2341,-34.8006,1,2,X730,Illawarra Shoalhaven,X730.s1
6782,150.2375,-34.7932,1,2,X730,Illawarra Shoalhaven,X730.s1
6783,150.2563,-34.7912,1,2,X730,Illawarra Shoalhaven,X730.s1
6784,150.2659,-34.7762,1,2,X730,Illawarra Shoalhaven,X730.s1
6785,150.2769,-34.7691,1,2,X730,Illawarra Shoalhaven,X730.s1
6786,150.2836,-34.7682,1,2,X730,Illawarra Shoalhaven,X730.s1
6787,150.2863,-34.7653,1,2,X730,Illawarra Shoalhaven,X730.s1
6788,150.2901,-34.7643,1,2,X730,Illawarra Shoalhaven,X730.s1
6789,150.3041,-34.7664,1,2,X730,Illawarra Shoalhaven,X730.s1
6790,150.3122,-34.7713,1,2,X730,Illawarra Shoalhaven,X730.s1
6791,150.3277,-34.7614,1,2,X730,Illawarra Shoalhaven,X730.s1
6792,150.3326,-34.7535,1,2,X730,Illawarra Shoalhaven,X730.s1
6793,150.3384,-34.7489,1,2,X730,Illawarra Shoalhaven,X730.s1
6794,150.3585,-34.7485,1,2,X730,Illawarra Shoalhaven,X730.s1
6795,150.3715,-34.7436,1,2,X730,Illawarra Shoalhaven,X730.s1
6796,150.3743,-34.739,1,2,X730,Illawarra Shoalhaven,X730.s1
6797,150.3777,-34.7374,1,2,X730,Illawarra Shoalhaven,X730.s1
6798,150.3767,-34.7347,1,2,X730,Illawarra Shoalhaven,X730.s1
6799,150.38,-34.7328,1,2,X730,Illawarra Shoalhaven,X730.s1
6800,150.3821,-34.7238,1,2,X730,Illawarra Shoalhaven,X730.s1
6801,150.3922,-34.7181,1,2,X730,Illawarra Shoalhaven,X730.s1
6802,150.3896,-34.7173,1,2,X730,Illawarra Shoalhaven,X730.s1
6803,150.3887,-34.7135,1,2,X730,Illawarra Shoalhaven,X730.s1
6804,150.3942,-34.7087,1,2,X730,Illawarra Shoalhaven,X730.s1
6805,150.3939,-34.7069,1,2,X730,Illawarra Shoalhaven,X730.s1
6806,150.4012,-34.7054,1,2,X730,Illawarra Shoalhaven,X730.s1
6807,150.4007,-34.7033,1,2,X730,Illawarra Shoalhaven,X730.s1
6808,150.405,-34.7013,1,2,X730,Illawarra Shoalhaven,X730.s1
6809,150.4079,-34.7033,1,2,X730,Illawarra Shoalhaven,X730.s1
6810,150.4085,-34.7011,1,2,X730,Illawarra Shoalhaven,X730.s1
6811,150.4151,-34.7014,1,2,X730,Illawarra Shoalhaven,X730.s1
6812,150.4182,-34.6987,1,2,X730,Illawarra Shoalhaven,X730.s1
6813,150.4221,-34.6986,1,2,X730,Illawarra Shoalhaven,X730.s1
6814,150.4327,-34.6897,1,2,X730,Illawarra Shoalhaven,X730.s1
6815,150.4349,-34.6915,1,2,X730,Illawarra Shoalhaven,X730.s1
6816,150.4418,-34.6902,1,2,X730,Illawarra Shoalhaven,X730.s1
6817,150.4518,-34.6918,1,2,X730,Illawarra Shoalhaven,X730.s1
6818,150.4692,-34.6782,1,2,X730,Illawarra Shoalhaven,X730.s1
6819,150.4983,-34.6819,1,2,X730,Illawarra Shoalhaven,X730.s1
6820,150.5017,-34.6791,1,2,X730,Illawarra Shoalhaven,X730.s1
6821,150.5008,-34.6753,1,2,X730,Illawarra Shoalhaven,X730.s1
6822,150.5055,-34.6732,1,2,X730,Illawarra Shoalhaven,X730.s1
6823,150.5015,-34.6706,1,2,X730,Illawarra Shoalhaven,X730.s1
6824,150.5026,-34.6677,1,2,X730,Illawarra Shoalhaven,X730.s1
6825,150.5139,-34.6644,1,2,X730,Illawarra Shoalhaven,X730.s1
6826,150.5174,-34.6651,1,2,X730,Illawarra Shoalhaven,X730.s1
6827,150.5188,-34.6607,1,2,X730,Illawarra Shoalhaven,X730.s1
6828,150.5267,-34.659,1,2,X730,Illawarra Shoalhaven,X730.s1
6829,150.5263,-34.6571,1,2,X730,Illawarra Shoalhaven,X730.s1
6830,150.531,-34.6569,1,2,X730,Illawarra Shoalhaven,X730.s1
6831,150.5347,-34.6601,1,2,X730,Illawarra Shoalhaven,X730.s1
6832,150.5357,-34.6639,1,2,X730,Illawarra Shoalhaven,X730.s1
6833,150.5387,-34.6651,1,2,X730,Illawarra Shoalhaven,X730.s1
6834,150.5396,-34.6632,1,2,X730,Illawarra Shoalhaven,X730.s1
6835,150.5384,-34.6611,1,2,X730,Illawarra Shoalhaven,X730.s1
6836,150.5416,-34.6572,1,2,X730,Illawarra Shoalhaven,X730.s1
6837,150.5416,-34.6521,1,2,X730,Illawarra Shoalhaven,X730.s1
6838,150.5464,-34.6441,1,2,X730,Illawarra Shoalhaven,X730.s1
6839,150.5484,-34.6444,1,2,X730,Illawarra Shoalhaven,X730.s1
6840,150.5483,-34.6505,1,2,X730,Illawarra Shoalhaven,X730.s1
6841,150.5534,-34.6512,1,2,X730,Illawarra Shoalhaven,X730.s1
6842,150.5513,-34.6502,1,2,X730,Illawarra Shoalhaven,X730.s1
6843,150.5513,-34.6457,1,2,X730,Illawarra Shoalhaven,X730.s1
6844,150.5533,-34.6422,1,2,X730,Illawarra Shoalhaven,X730.s1
6845,150.5594,-34.6407,1,2,X730,Illawarra Shoalhaven,X730.s1
6846,150.559,-34.6386,1,2,X730,Illawarra Shoalhaven,X730.s1
6847,150.56,-34.6416,1,2,X730,Illawarra Shoalhaven,X730.s1
6848,150.5571,-34.644,1,2,X730,Illawarra Shoalhaven,X730.s1
6849,150.5654,-34.6556,1,2,X730,Illawarra Shoalhaven,X730.s1
6850,150.5676,-34.673,1,2,X730,Illawarra Shoalhaven,X730.s1
6851,150.5628,-34.682,1,2,X730,Illawarra Shoalhaven,X730.s1
6852,150.5593,-34.6833,1,2,X730,Illawarra Shoalhaven,X730.s1
6853,150.5619,-34.6841,1,2,X730,Illawarra Shoalhaven,X730.s1
6854,150.5691,-34.6818,1,2,X730,Illawarra Shoalhaven,X730.s1
6855,150.564,-34.6866,1,2,X730,Illawarra Shoalhaven,X730.s1
6856,150.5638,-34.6896,1,2,X730,Illawarra Shoalhaven,X730.s1
6857,150.567,-34.694,1,2,X730,Illawarra Shoalhaven,X730.s1
6858,150.5671,-34.6966,1,2,X730,Illawarra Shoalhaven,X730.s1
6859,150.5771,-34.6955,1,2,X730,Illawarra Shoalhaven,X730.s1
6860,150.5796,-34.6935,1,2,X730,Illawarra Shoalhaven,X730.s1
6861,150.5799,-34.6794,1,2,X730,Illawarra Shoalhaven,X730.s1
6862,150.5767,-34.6756,1,2,X730,Illawarra Shoalhaven,X730.s1
6863,150.5764,-34.6696,1,2,X730,Illawarra Shoalhaven,X730.s1
6864,150.5798,-34.6668,1,2,X730,Illawarra Shoalhaven,X730.s1
6865,150.5828,-34.6668,1,2,X730,Illawarra Shoalhaven,X730.s1
6866,150.5829,-34.6617,1,2,X730,Illawarra Shoalhaven,X730.s1
6867,150.5908,-34.6585,1,2,X730,Illawarra Shoalhaven,X730.s1
6868,150.5922,-34.6529,1,2,X730,Illawarra Shoalhaven,X730.s1
6869,150.5907,-34.6471,1,2,X730,Illawarra Shoalhaven,X730.s1
6870,150.604,-34.6519,1,2,X730,Illawarra Shoalhaven,X730.s1
6871,150.6116,-34.6461,1,2,X730,Illawarra Shoalhaven,X730.s1
6872,150.624,-34.6438,1,2,X730,Illawarra Shoalhaven,X730.s1
6873,150.6323,-34.6345,1,2,X730,Illawarra Shoalhaven,X730.s1
6874,150.6328,-34.6287,1,2,X730,Illawarra Shoalhaven,X730.s1
6875,150.6351,-34.626,1,2,X730,Illawarra Shoalhaven,X730.s1
6876,150.6374,-34.6269,1,2,X730,Illawarra Shoalhaven,X730.s1
6877,150.6433,-34.6248,1,2,X730,Illawarra Shoalhaven,X730.s1
6878,150.6548,-34.6245,1,2,X730,Illawarra Shoalhaven,X730.s1
6879,150.6611,-34.6198,1,2,X730,Illawarra Shoalhaven,X730.s1
6880,150.667,-34.6193,1,2,X730,Illawarra Shoalhaven,X730.s1
6881,150.6664,-34.6128,1,2,X730,Illawarra Shoalhaven,X730.s1
6882,150.6683,-34.6097,1,2,X730,Illawarra Shoalhaven,X730.s1
6883,150.6931,-34.6073,1,2,X730,Illawarra Shoalhaven,X730.s1
6884,150.6938,-34.6038,1,2,X730,Illawarra Shoalhaven,X730.s1
6885,150.6825,-34.6022,1,2,X730,Illawarra Shoalhaven,X730.s1
6886,150.6683,-34.592,1,2,X730,Illawarra Shoalhaven,X730.s1
6887,150.6637,-34.5835,1,2,X730,Illawarra Shoalhaven,X730.s1
6888,150.6657,-34.581,1,2,X730,Illawarra Shoalhaven,X730.s1
6889,150.6543,-34.5816,1,2,X730,Illawarra Shoalhaven,X730.s1
6890,150.6437,-34.58,1,2,X730,Illawarra Shoalhaven,X730.s1
6891,150.6408,-34.5774,1,2,X730,Illawarra Shoalhaven,X730.s1
6892,150.6384,-34.5745,1,2,X730,Illawarra Shoalhaven,X730.s1
6893,150.6379,-34.571,1,2,X730,Illawarra Shoalhaven,X730.s1
6894,150.6398,-34.5605,1,2,X730,Illawarra Shoalhaven,X730.s1
6895,150.6419,-34.5576,1,2,X730,Illawarra Shoalhaven,X730.s1
6896,150.6475,-34.5556,1,2,X730,Illawarra Shoalhaven,X730.s1
6897,150.6553,-34.5466,1,2,X730,Illawarra Shoalhaven,X730.s1
6898,150.6493,-34.5456,1,2,X730,Illawarra Shoalhaven,X730.s1
6899,150.6488,-34.5481,1,2,X730,Illawarra Shoalhaven,X730.s1
6900,150.6363,-34.5461,1,2,X730,Illawarra Shoalhaven,X730.s1
6901,150.6351,-34.5432,1,2,X730,Illawarra Shoalhaven,X730.s1
6902,150.7457,-34.3374,1,2,X730,Illawarra Shoalhaven,X730.s1
6903,150.7509,-34.3019,1,2,X730,Illawarra Shoalhaven,X730.s1
6904,150.7917,-34.3071,1,2,X730,Illawarra Shoalhaven,X730.s1
6905,150.7928,-34.3033,1,2,X730,Illawarra Shoalhaven,X730.s1
6906,150.8168,-34.3064,1,2,X730,Illawarra Shoalhaven,X730.s1
6907,150.8143,-34.3005,1,2,X730,Illawarra Shoalhaven,X730.s1
6908,150.8156,-34.295,1,2,X730,Illawarra Shoalhaven,X730.s1
6909,150.8066,-34.2807,1,2,X730,Illawarra Shoalhaven,X730.s1
6910,150.8052,-34.2713,1,2,X730,Illawarra Shoalhaven,X730.s1
6911,150.8156,-34.2695,1,2,X730,Illawarra Shoalhaven,X730.s1
6912,150.8273,-34.2749,1,2,X730,Illawarra Shoalhaven,X730.s1
6913,150.8388,-34.2748,1,2,X730,Illawarra Shoalhaven,X730.s1
6914,150.8528,-34.28,1,2,X730,Illawarra Shoalhaven,X730.s1
6915,150.8763,-34.2597,1,2,X730,Illawarra Shoalhaven,X730.s1
6916,150.8805,-34.2589,1,2,X730,Illawarra Shoalhaven,X730.s1
6917,150.8863,-34.2428,1,2,X730,Illawarra Shoalhaven,X730.s1
6918,150.8922,-34.2359,1,2,X730,Illawarra Shoalhaven,X730.s1
6919,150.8981,-34.2321,1,2,X730,Illawarra Shoalhaven,X730.s1
6920,150.8913,-34.2295,1,2,X730,Illawarra Shoalhaven,X730.s1
6921,150.8938,-34.2215,1,2,X730,Illawarra Shoalhaven,X730.s1
6922,150.89,-34.2126,1,2,X730,Illawarra Shoalhaven,X730.s1
6923,150.9082,-34.215,1,2,X730,Illawarra Shoalhaven,X730.s1
6924,150.9089,-34.2112,1,2,X730,Illawarra Shoalhaven,X730.s1
6925,150.9048,-34.2106,1,2,X730,Illawarra Shoalhaven,X730.s1
6926,150.9046,-34.2092,1,2,X730,Illawarra Shoalhaven,X730.s1
6927,150.9107,-34.1978,1,2,X730,Illawarra Shoalhaven,X730.s1
6928,150.907,-34.1931,1,2,X730,Illawarra Shoalhaven,X730.s1
6929,150.8989,-34.1874,1,2,X730,Illawarra Shoalhaven,X730.s1
6930,150.9041,-34.1847,1,2,X730,Illawarra Shoalhaven,X730.s1
6931,150.9068,-34.1649,1,2,X730,Illawarra Shoalhaven,X730.s1
6932,150.9143,-34.1589,1,2,X730,Illawarra Shoalhaven,X730.s1
6933,150.9167,-34.1526,1,2,X730,Illawarra Shoalhaven,X730.s1
6934,150.9151,-34.1504,1,2,X730,Illawarra Shoalhaven,X730.s1
6935,150.9187,-34.1469,1,2,X730,Illawarra Shoalhaven,X730.s1
6936,150.9197,-34.1418,1,2,X730,Illawarra Shoalhaven,X730.s1
6937,150.9179,-34.1379,1,2,X730,Illawarra Shoalhaven,X730.s1
6938,150.9225,-34.1339,1,2,X730,Illawarra Shoalhaven,X730.s1
6939,150.9227,-34.13,1,2,X730,Illawarra Shoalhaven,X730.s1
6940,150.9798,-34.1385,1,2,X730,Illawarra Shoalhaven,X730.s1
6941,150.9911,-34.146,1,2,X730,Illawarra Shoalhaven,X730.s1
6942,151.0137,-34.1545,1,2,X730,Illawarra Shoalhaven,X730.s1
6943,151.0226,-34.1558,1,2,X730,Illawarra Shoalhaven,X730.s1
6944,151.0187,-34.1559,1,2,X730,Illawarra Shoalhaven,X730.s1
6945,151.0158,-34.1594,1,2,X730,Illawarra Shoalhaven,X730.s1
6946,151.014,-34.163,1,2,X730,Illawarra Shoalhaven,X730.s1
6947,151.0159,-34.1664,1,2,X730,Illawarra Shoalhaven,X730.s1
6948,151.0545,-34.1715,1,2,X730,Illawarra Shoalhaven,X730.s1
6949,151.0552,-34.1677,1,2,X730,Illawarra Shoalhaven,X730.s1
6950,151.0608,-34.1685,1,2,X730,Illawarra Shoalhaven,X730.s1
6951,151.0603,-34.1715,1,2,X730,Illawarra Shoalhaven,X730.s1
6952,151.0662,-34.1723,1,2,X730,Illawarra Shoalhaven,X730.s1
6953,150.4211,-35.531,2,2,X730,Illawarra Shoalhaven,X730.s2
6954,150.4192,-35.5322,2,2,X730,Illawarra Shoalhaven,X730.s2
6955,150.4183,-35.5308,2,2,X730,Illawarra Shoalhaven,X730.s2
6956,150.4148,-35.5308,2,2,X730,Illawarra Shoalhaven,X730.s2
6957,150.413,-35.5324,2,2,X730,Illawarra Shoalhaven,X730.s2
6958,150.4113,-35.5303,2,2,X730,Illawarra Shoalhaven,X730.s2
6959,150.415,-35.5269,2,2,X730,Illawarra Shoalhaven,X730.s2
6960,150.4206,-35.526,2,2,X730,Illawarra Shoalhaven,X730.s2
6961,150.4211,-35.531,2,2,X730,Illawarra Shoalhaven,X730.s2
6962,150.9357,-34.4929,3,2,X730,Illawarra Shoalhaven,X730.s3
6963,150.9346,-34.4939,3,2,X730,Illawarra Shoalhaven,X730.s3
6964,150.9309,-34.4909,3,2,X730,Illawarra Shoalhaven,X730.s3
6965,150.9295,-34.4928,3,2,X730,Illawarra Shoalhaven,X730.s3
6966,150.9272,-34.4927,3,2,X730,Illawarra Shoalhaven,X730.s3
6967,150.9272,-34.489,3,2,X730,Illawarra Shoalhaven,X730.s3
6968,150.9289,-34.4884,3,2,X730,Illawarra Shoalhaven,X730.s3
6969,150.9357,-34.4929,3,2,X730,Illawarra Shoalhaven,X730.s3
6970,150.8818,-34.5458,4,2,X730,Illawarra Shoalhaven,X730.s4
6971,150.8791,-34.5468,4,2,X730,Illawarra Shoalhaven,X730.s4
6972,150.8761,-34.5445,4,2,X730,Illawarra Shoalhaven,X730.s4
6973,150.8818,-34.5458,4,2,X730,Illawarra Shoalhaven,X730.s4
6974,150.5177,-35.2727,5,2,X730,Illawarra Shoalhaven,X730.s5
6975,150.5158,-35.2735,5,2,X730,Illawarra Shoalhaven,X730.s5
6976,150.5143,-35.2708,5,2,X730,Illawarra Shoalhaven,X730.s5
6977,150.5177,-35.2727,5,2,X730,Illawarra Shoalhaven,X730.s5
6978,150.3353,-35.6328,6,2,X730,Illawarra Shoalhaven,X730.s6
6979,150.3308,-35.6304,6,2,X730,Illawarra Shoalhaven,X730.s6
6980,150.3343,-35.6311,6,2,X730,Illawarra Shoalhaven,X730.s6
6981,150.3353,-35.6328,6,2,X730,Illawarra Shoalhaven,X730.s6
6982,150.392,-35.5544,7,2,X730,Illawarra Shoalhaven,X730.s7
6983,150.3901,-35.5548,7,2,X730,Illawarra Shoalhaven,X730.s7
6984,150.3884,-35.5528,7,2,X730,Illawarra Shoalhaven,X730.s7
6985,150.392,-35.5544,7,2,X730,Illawarra Shoalhaven,X730.s7
6986,150.9309,-34.4567,8,2,X730,Illawarra Shoalhaven,X730.s8
6987,150.9289,-34.4567,8,2,X730,Illawarra Shoalhaven,X730.s8
6988,150.9291,-34.4544,8,2,X730,Illawarra Shoalhaven,X730.s8
6989,150.9309,-34.4567,8,2,X730,Illawarra Shoalhaven,X730.s8
6990,150.3652,-35.578,9,2,X730,Illawarra Shoalhaven,X730.s9
6991,150.3623,-35.5763,9,2,X730,Illawarra Shoalhaven,X730.s9
6992,150.3644,-35.5767,9,2,X730,Illawarra Shoalhaven,X730.s9
6993,150.3652,-35.578,9,2,X730,Illawarra Shoalhaven,X730.s9
6994,150.9469,-34.4645,10,2,X730,Illawarra Shoalhaven,X730.s10
6995,150.9454,-34.4654,10,2,X730,Illawarra Shoalhaven,X730.s10
6996,150.9444,-34.4643,10,2,X730,Illawarra Shoalhaven,X730.s10
6997,150.9469,-34.4645,10,2,X730,Illawarra Shoalhaven,X730.s10
6998,150.9389,-34.4944,11,2,X730,Illawarra Shoalhaven,X730.s11
6999,150.9372,-34.4951,11,2,X730,Illawarra Shoalhaven,X730.s11
7000,150.9365,-34.4943,11,2,X730,Illawarra Shoalhaven,X730.s11
7001,150.9389,-34.4944,11,2,X730,Illawarra Shoalhaven,X730.s11
7002,150.3552,-35.5868,12,2,X730,Illawarra Shoalhaven,X730.s12
7003,150.3544,-35.5872,12,2,X730,Illawarra Shoalhaven,X730.s12
7004,150.3529,-35.586,12,2,X730,Illawarra Shoalhaven,X730.s12
7005,150.3552,-35.5868,12,2,X730,Illawarra Shoalhaven,X730.s12
7006,150.9244,-34.4903,13,2,X730,Illawarra Shoalhaven,X730.s13
7007,150.9234,-34.4907,13,2,X730,Illawarra Shoalhaven,X730.s13
7008,150.9232,-34.49,13,2,X730,Illawarra Shoalhaven,X730.s13
7009,150.9244,-34.4903,13,2,X730,Illawarra Shoalhaven,X730.s13
7010,150.3598,-35.5864,14,2,X730,Illawarra Shoalhaven,X730.s14
7011,150.3592,-35.5867,14,2,X730,Illawarra Shoalhaven,X730.s14
7012,150.3588,-35.5864,14,2,X730,Illawarra Shoalhaven,X730.s14
7013,150.3598,-35.5864,14,2,X730,Illawarra Shoalhaven,X730.s14
7014,153.2615,-29.9401,1,3,X820,Mid North Coast,X820.s1
7015,153.2586,-29.9415,1,3,X820,Mid North Coast,X820.s1
7016,153.2577,-29.9441,1,3,X820,Mid North Coast,X820.s1
7017,153.2583,-29.9472,1,3,X820,Mid North Coast,X820.s1
7018,153.2613,-29.9474,1,3,X820,Mid North Coast,X820.s1
7019,153.26,-29.9521,1,3,X820,Mid North Coast,X820.s1
7020,153.2581,-29.9503,1,3,X820,Mid North Coast,X820.s1
7021,153.2539,-29.9525,1,3,X820,Mid North Coast,X820.s1
7022,153.2334,-29.9798,1,3,X820,Mid North Coast,X820.s1
7023,153.2345,-29.9821,1,3,X820,Mid North Coast,X820.s1
7024,153.232,-29.9837,1,3,X820,Mid North Coast,X820.s1
7025,153.2184,-30.0031,1,3,X820,Mid North Coast,X820.s1
7026,153.1971,-30.0406,1,3,X820,Mid North Coast,X820.s1
7027,153.1956,-30.0485,1,3,X820,Mid North Coast,X820.s1
7028,153.1963,-30.0549,1,3,X820,Mid North Coast,X820.s1
7029,153.2007,-30.0595,1,3,X820,Mid North Coast,X820.s1
7030,153.2063,-30.0583,1,3,X820,Mid North Coast,X820.s1
7031,153.2034,-30.0606,1,3,X820,Mid North Coast,X820.s1
7032,153.2026,-30.0654,1,3,X820,Mid North Coast,X820.s1
7033,153.2079,-30.0685,1,3,X820,Mid North Coast,X820.s1
7034,153.2046,-30.0701,1,3,X820,Mid North Coast,X820.s1
7035,153.2033,-30.0729,1,3,X820,Mid North Coast,X820.s1
7036,153.2036,-30.0757,1,3,X820,Mid North Coast,X820.s1
7037,153.206,-30.0775,1,3,X820,Mid North Coast,X820.s1
7038,153.2034,-30.0783,1,3,X820,Mid North Coast,X820.s1
7039,153.2008,-30.0865,1,3,X820,Mid North Coast,X820.s1
7040,153.2017,-30.0945,1,3,X820,Mid North Coast,X820.s1
7041,153.1994,-30.0991,1,3,X820,Mid North Coast,X820.s1
7042,153.1996,-30.1039,1,3,X820,Mid North Coast,X820.s1
7043,153.2028,-30.1091,1,3,X820,Mid North Coast,X820.s1
7044,153.2051,-30.108,1,3,X820,Mid North Coast,X820.s1
7045,153.2137,-30.1097,1,3,X820,Mid North Coast,X820.s1
7046,153.2123,-30.1118,1,3,X820,Mid North Coast,X820.s1
7047,153.2131,-30.1132,1,3,X820,Mid North Coast,X820.s1
7048,153.209,-30.113,1,3,X820,Mid North Coast,X820.s1
7049,153.2069,-30.1166,1,3,X820,Mid North Coast,X820.s1
7050,153.2044,-30.1243,1,3,X820,Mid North Coast,X820.s1
7051,153.205,-30.1294,1,3,X820,Mid North Coast,X820.s1
7052,153.2011,-30.1345,1,3,X820,Mid North Coast,X820.s1
7053,153.1996,-30.1413,1,3,X820,Mid North Coast,X820.s1
7054,153.2007,-30.1453,1,3,X820,Mid North Coast,X820.s1
7055,153.2038,-30.1462,1,3,X820,Mid North Coast,X820.s1
7056,153.2011,-30.1474,1,3,X820,Mid North Coast,X820.s1
7057,153.2008,-30.1539,1,3,X820,Mid North Coast,X820.s1
7058,153.2023,-30.156,1,3,X820,Mid North Coast,X820.s1
7059,153.2069,-30.1564,1,3,X820,Mid North Coast,X820.s1
7060,153.1979,-30.1598,1,3,X820,Mid North Coast,X820.s1
7061,153.1908,-30.1678,1,3,X820,Mid North Coast,X820.s1
7062,153.19,-30.1712,1,3,X820,Mid North Coast,X820.s1
7063,153.192,-30.1722,1,3,X820,Mid North Coast,X820.s1
7064,153.1899,-30.1737,1,3,X820,Mid North Coast,X820.s1
7065,153.1896,-30.1762,1,3,X820,Mid North Coast,X820.s1
7066,153.1933,-30.1771,1,3,X820,Mid North Coast,X820.s1
7067,153.1906,-30.1787,1,3,X820,Mid North Coast,X820.s1
7068,153.1847,-30.1778,1,3,X820,Mid North Coast,X820.s1
7069,153.167,-30.198,1,3,X820,Mid North Coast,X820.s1
7070,153.1618,-30.2094,1,3,X820,Mid North Coast,X820.s1
7071,153.1639,-30.2145,1,3,X820,Mid North Coast,X820.s1
7072,153.1612,-30.2156,1,3,X820,Mid North Coast,X820.s1
7073,153.1545,-30.2281,1,3,X820,Mid North Coast,X820.s1
7074,153.1538,-30.2323,1,3,X820,Mid North Coast,X820.s1
7075,153.1552,-30.2339,1,3,X820,Mid North Coast,X820.s1
7076,153.1438,-30.2477,1,3,X820,Mid North Coast,X820.s1
7077,153.1402,-30.2559,1,3,X820,Mid North Coast,X820.s1
7078,153.1414,-30.2578,1,3,X820,Mid North Coast,X820.s1
7079,153.14,-30.2578,1,3,X820,Mid North Coast,X820.s1
7080,153.1383,-30.2626,1,3,X820,Mid North Coast,X820.s1
7081,153.1404,-30.2643,1,3,X820,Mid North Coast,X820.s1
7082,153.1397,-30.2667,1,3,X820,Mid North Coast,X820.s1
7083,153.1415,-30.2681,1,3,X820,Mid North Coast,X820.s1
7084,153.1452,-30.2677,1,3,X820,Mid North Coast,X820.s1
7085,153.1475,-30.2697,1,3,X820,Mid North Coast,X820.s1
7086,153.1474,-30.2709,1,3,X820,Mid North Coast,X820.s1
7087,153.1439,-30.2706,1,3,X820,Mid North Coast,X820.s1
7088,153.1428,-30.2745,1,3,X820,Mid North Coast,X820.s1
7089,153.1442,-30.2767,1,3,X820,Mid North Coast,X820.s1
7090,153.1478,-30.2776,1,3,X820,Mid North Coast,X820.s1
7091,153.1409,-30.2843,1,3,X820,Mid North Coast,X820.s1
7092,153.1394,-30.2905,1,3,X820,Mid North Coast,X820.s1
7093,153.1405,-30.2954,1,3,X820,Mid North Coast,X820.s1
7094,153.139,-30.2966,1,3,X820,Mid North Coast,X820.s1
7095,153.1398,-30.2997,1,3,X820,Mid North Coast,X820.s1
7096,153.141,-30.3016,1,3,X820,Mid North Coast,X820.s1
7097,153.146,-30.3024,1,3,X820,Mid North Coast,X820.s1
7098,153.1486,-30.305,1,3,X820,Mid North Coast,X820.s1
7099,153.1527,-30.3037,1,3,X820,Mid North Coast,X820.s1
7100,153.1546,-30.3051,1,3,X820,Mid North Coast,X820.s1
7101,153.1502,-30.3065,1,3,X820,Mid North Coast,X820.s1
7102,153.1425,-30.3031,1,3,X820,Mid North Coast,X820.s1
7103,153.1401,-30.3065,1,3,X820,Mid North Coast,X820.s1
7104,153.1401,-30.3099,1,3,X820,Mid North Coast,X820.s1
7105,153.1481,-30.3118,1,3,X820,Mid North Coast,X820.s1
7106,153.1529,-30.3095,1,3,X820,Mid North Coast,X820.s1
7107,153.1488,-30.3138,1,3,X820,Mid North Coast,X820.s1
7108,153.1429,-30.3122,1,3,X820,Mid North Coast,X820.s1
7109,153.1361,-30.3159,1,3,X820,Mid North Coast,X820.s1
7110,153.1246,-30.3264,1,3,X820,Mid North Coast,X820.s1
7111,153.1135,-30.3406,1,3,X820,Mid North Coast,X820.s1
7112,153.1063,-30.3544,1,3,X820,Mid North Coast,X820.s1
7113,153.1098,-30.3563,1,3,X820,Mid North Coast,X820.s1
7114,153.1036,-30.3666,1,3,X820,Mid North Coast,X820.s1
7115,153.1045,-30.377,1,3,X820,Mid North Coast,X820.s1
7116,153.1002,-30.376,1,3,X820,Mid North Coast,X820.s1
7117,153.0903,-30.3872,1,3,X820,Mid North Coast,X820.s1
7118,153.0812,-30.3998,1,3,X820,Mid North Coast,X820.s1
