Row,Long,Lat,Segment,ObjectID,LHDCode,LHDName,LHDSegment
14551,152.967,-30.093,1,7,X810,Northern NSW,X810.s1
14552,152.9687,-30.0974,1,7,X810,Northern NSW,X810.s1
14553,152.966,-30.1048,1,7,X810,Northern NSW,X810.s1
14554,152.972,-30.1056,1,7,X810,Northern NSW,X810.s1
14555,152.9767,-30.1123,1,7,X810,Northern NSW,X810.s1
14556,152.9734,-30.1299,1,7,X810,Northern NSW,X810.s1
14557,152.9357,-30.1256,1,7,X810,Northern NSW,X810.s1
14558,152.9341,-30.1239,1,7,X810,Northern NSW,X810.s1
14559,152.9177,-30.1543,1,7,X810,Northern NSW,X810.s1
14560,152.907,-30.1437,1,7,X810,Northern NSW,X810.s1
14561,152.9001,-30.1428,1,7,X810,Northern NSW,X810.s1
14562,152.8879,-30.1343,1,7,X810,Northern NSW,X810.s1
14563,152.8828,-30.1268,1,7,X810,Northern NSW,X810.s1
14564,152.8807,-30.1296,1,7,X810,Northern NSW,X810.s1
14565,152.8782,-30.1279,1,7,X810,Northern NSW,X810.s1
14566,152.8724,-30.1288,1,7,X810,Northern NSW,X810.s1
14567,152.8733,-30.133,1,7,X810,Northern NSW,X810.s1
14568,152.8695,-30.1358,1,7,X810,Northern NSW,X810.s1
14569,152.8665,-30.134,1,7,X810,Northern NSW,X810.s1
14570,152.8671,-30.1399,1,7,X810,Northern NSW,X810.s1
14571,152.8643,-30.1394,1,7,X810,Northern NSW,X810.s1
14572,152.8622,-30.1413,1,7,X810,Northern NSW,X810.s1
14573,152.8632,-30.1424,1,7,X810,Northern NSW,X810.s1
14574,152.8619,-30.1457,1,7,X810,Northern NSW,X810.s1
14575,152.8572,-30.1478,1,7,X810,Northern NSW,X810.s1
14576,152.8567,-30.1462,1,7,X810,Northern NSW,X810.s1
14577,152.8522,-30.146,1,7,X810,Northern NSW,X810.s1
14578,152.845,-30.1422,1,7,X810,Northern NSW,X810.s1
14579,152.8388,-30.1425,1,7,X810,Northern NSW,X810.s1
14580,152.8388,-30.1441,1,7,X810,Northern NSW,X810.s1
14581,152.8345,-30.1404,1,7,X810,Northern NSW,X810.s1
14582,152.8335,-30.1425,1,7,X810,Northern NSW,X810.s1
14583,152.8301,-30.1424,1,7,X810,Northern NSW,X810.s1
14584,152.829,-30.1445,1,7,X810,Northern NSW,X810.s1
14585,152.8218,-30.1427,1,7,X810,Northern NSW,X810.s1
14586,152.8192,-30.1389,1,7,X810,Northern NSW,X810.s1
14587,152.8209,-30.1343,1,7,X810,Northern NSW,X810.s1
14588,152.8252,-30.1324,1,7,X810,Northern NSW,X810.s1
14589,152.8245,-30.1308,1,7,X810,Northern NSW,X810.s1
14590,152.8183,-30.1283,1,7,X810,Northern NSW,X810.s1
14591,152.8135,-30.1285,1,7,X810,Northern NSW,X810.s1
14592,152.8081,-30.1257,1,7,X810,Northern NSW,X810.s1
14593,152.8074,-30.1369,1,7,X810,Northern NSW,X810.s1
14594,152.8087,-30.1387,1,7,X810,Northern NSW,X810.s1
14595,152.8048,-30.1433,1,7,X810,Northern NSW,X810.s1
14596,152.8084,-30.1474,1,7,X810,Northern NSW,X810.s1
14597,152.804,-30.1484,1,7,X810,Northern NSW,X810.s1
14598,152.7997,-30.1516,1,7,X810,Northern NSW,X810.s1
14599,152.7998,-30.154,1,7,X810,Northern NSW,X810.s1
14600,152.7957,-30.1559,1,7,X810,Northern NSW,X810.s1
14601,152.7978,-30.1608,1,7,X810,Northern NSW,X810.s1
14602,152.8004,-30.1622,1,7,X810,Northern NSW,X810.s1
14603,152.7999,-30.1706,1,7,X810,Northern NSW,X810.s1
14604,152.8061,-30.1726,1,7,X810,Northern NSW,X810.s1
14605,152.8036,-30.1764,1,7,X810,Northern NSW,X810.s1
14606,152.7996,-30.1784,1,7,X810,Northern NSW,X810.s1
14607,152.7988,-30.183,1,7,X810,Northern NSW,X810.s1
14608,152.8038,-30.1857,1,7,X810,Northern NSW,X810.s1
14609,152.8035,-30.1896,1,7,X810,Northern NSW,X810.s1
14610,152.7675,-30.1847,1,7,X810,Northern NSW,X810.s1
14611,152.7679,-30.1824,1,7,X810,Northern NSW,X810.s1
14612,152.7552,-30.1808,1,7,X810,Northern NSW,X810.s1
14613,152.7551,-30.1867,1,7,X810,Northern NSW,X810.s1
14614,152.7501,-30.1887,1,7,X810,Northern NSW,X810.s1
14615,152.7508,-30.1966,1,7,X810,Northern NSW,X810.s1
14616,152.693,-30.189,1,7,X810,Northern NSW,X810.s1
14617,152.6965,-30.1981,1,7,X810,Northern NSW,X810.s1
14618,152.7075,-30.2042,1,7,X810,Northern NSW,X810.s1
14619,152.7054,-30.2074,1,7,X810,Northern NSW,X810.s1
14620,152.694,-30.2111,1,7,X810,Northern NSW,X810.s1
14621,152.6932,-30.2183,1,7,X810,Northern NSW,X810.s1
14622,152.6977,-30.2236,1,7,X810,Northern NSW,X810.s1
14623,152.682,-30.2311,1,7,X810,Northern NSW,X810.s1
14624,152.674,-30.2382,1,7,X810,Northern NSW,X810.s1
14625,152.6711,-30.2389,1,7,X810,Northern NSW,X810.s1
14626,152.6691,-30.2455,1,7,X810,Northern NSW,X810.s1
14627,152.6634,-30.2472,1,7,X810,Northern NSW,X810.s1
14628,152.6635,-30.2517,1,7,X810,Northern NSW,X810.s1
14629,152.6581,-30.2523,1,7,X810,Northern NSW,X810.s1
14630,152.6554,-30.2553,1,7,X810,Northern NSW,X810.s1
14631,152.649,-30.2524,1,7,X810,Northern NSW,X810.s1
14632,152.6469,-30.2542,1,7,X810,Northern NSW,X810.s1
14633,152.6483,-30.2564,1,7,X810,Northern NSW,X810.s1
14634,152.6466,-30.2582,1,7,X810,Northern NSW,X810.s1
14635,152.6436,-30.2569,1,7,X810,Northern NSW,X810.s1
14636,152.6447,-30.2565,1,7,X810,Northern NSW,X810.s1
14637,152.6438,-30.2548,1,7,X810,Northern NSW,X810.s1
14638,152.639,-30.2554,1,7,X810,Northern NSW,X810.s1
14639,152.6417,-30.2525,1,7,X810,Northern NSW,X810.s1
14640,152.6383,-30.2513,1,7,X810,Northern NSW,X810.s1
14641,152.6331,-30.2537,1,7,X810,Northern NSW,X810.s1
14642,152.6349,-30.2568,1,7,X810,Northern NSW,X810.s1
14643,152.6305,-30.256,1,7,X810,Northern NSW,X810.s1
14644,152.626,-30.2582,1,7,X810,Northern NSW,X810.s1
14645,152.6269,-30.26,1,7,X810,Northern NSW,X810.s1
14646,152.6162,-30.2581,1,7,X810,Northern NSW,X810.s1
14647,152.6131,-30.2551,1,7,X810,Northern NSW,X810.s1
14648,152.6112,-30.2493,1,7,X810,Northern NSW,X810.s1
14649,152.603,-30.2525,1,7,X810,Northern NSW,X810.s1
14650,152.598,-30.2501,1,7,X810,Northern NSW,X810.s1
14651,152.5969,-30.2468,1,7,X810,Northern NSW,X810.s1
14652,152.5898,-30.245,1,7,X810,Northern NSW,X810.s1
14653,152.5865,-30.2409,1,7,X810,Northern NSW,X810.s1
14654,152.5828,-30.2444,1,7,X810,Northern NSW,X810.s1
14655,152.5805,-30.2422,1,7,X810,Northern NSW,X810.s1
14656,152.5739,-30.2445,1,7,X810,Northern NSW,X810.s1
14657,152.5698,-30.2393,1,7,X810,Northern NSW,X810.s1
14658,152.5612,-30.2336,1,7,X810,Northern NSW,X810.s1
14659,152.5649,-30.2393,1,7,X810,Northern NSW,X810.s1
14660,152.5579,-30.241,1,7,X810,Northern NSW,X810.s1
14661,152.5575,-30.2431,1,7,X810,Northern NSW,X810.s1
14662,152.5596,-30.2437,1,7,X810,Northern NSW,X810.s1
14663,152.5597,-30.2454,1,7,X810,Northern NSW,X810.s1
14664,152.5547,-30.2499,1,7,X810,Northern NSW,X810.s1
14665,152.5547,-30.2554,1,7,X810,Northern NSW,X810.s1
14666,152.5525,-30.2552,1,7,X810,Northern NSW,X810.s1
14667,152.5513,-30.2578,1,7,X810,Northern NSW,X810.s1
14668,152.5573,-30.2623,1,7,X810,Northern NSW,X810.s1
14669,152.5553,-30.2739,1,7,X810,Northern NSW,X810.s1
14670,152.5512,-30.2755,1,7,X810,Northern NSW,X810.s1
14671,152.5502,-30.2777,1,7,X810,Northern NSW,X810.s1
14672,152.555,-30.2809,1,7,X810,Northern NSW,X810.s1
14673,152.5504,-30.2813,1,7,X810,Northern NSW,X810.s1
14674,152.5466,-30.2854,1,7,X810,Northern NSW,X810.s1
14675,152.5471,-30.2887,1,7,X810,Northern NSW,X810.s1
14676,152.5424,-30.2904,1,7,X810,Northern NSW,X810.s1
14677,152.5438,-30.2927,1,7,X810,Northern NSW,X810.s1
14678,152.5391,-30.2929,1,7,X810,Northern NSW,X810.s1
14679,152.5384,-30.2954,1,7,X810,Northern NSW,X810.s1
14680,152.5356,-30.2954,1,7,X810,Northern NSW,X810.s1
14681,152.5353,-30.2931,1,7,X810,Northern NSW,X810.s1
14682,152.5329,-30.2928,1,7,X810,Northern NSW,X810.s1
14683,152.531,-30.2952,1,7,X810,Northern NSW,X810.s1
14684,152.5329,-30.2973,1,7,X810,Northern NSW,X810.s1
14685,152.5331,-30.301,1,7,X810,Northern NSW,X810.s1
14686,152.5313,-30.3,1,7,X810,Northern NSW,X810.s1
14687,152.5293,-30.3011,1,7,X810,Northern NSW,X810.s1
14688,152.5259,-30.3116,1,7,X810,Northern NSW,X810.s1
14689,152.5202,-30.3159,1,7,X810,Northern NSW,X810.s1
14690,152.5136,-30.3169,1,7,X810,Northern NSW,X810.s1
14691,152.5105,-30.3196,1,7,X810,Northern NSW,X810.s1
14692,152.5063,-30.3206,1,7,X810,Northern NSW,X810.s1
14693,152.5017,-30.3297,1,7,X810,Northern NSW,X810.s1
14694,152.4966,-30.3313,1,7,X810,Northern NSW,X810.s1
14695,152.4959,-30.3349,1,7,X810,Northern NSW,X810.s1
14696,152.4934,-30.3369,1,7,X810,Northern NSW,X810.s1
14697,152.4905,-30.3373,1,7,X810,Northern NSW,X810.s1
14698,152.4873,-30.3347,1,7,X810,Northern NSW,X810.s1
14699,152.4855,-30.3354,1,7,X810,Northern NSW,X810.s1
14700,152.4831,-30.3316,1,7,X810,Northern NSW,X810.s1
14701,152.4805,-30.3325,1,7,X810,Northern NSW,X810.s1
14702,152.4823,-30.3374,1,7,X810,Northern NSW,X810.s1
14703,152.4788,-30.3379,1,7,X810,Northern NSW,X810.s1
14704,152.4821,-30.3453,1,7,X810,Northern NSW,X810.s1
14705,152.4794,-30.3479,1,7,X810,Northern NSW,X810.s1
14706,152.4769,-30.3476,1,7,X810,Northern NSW,X810.s1
14707,152.4765,-30.3548,1,7,X810,Northern NSW,X810.s1
14708,152.4749,-30.3566,1,7,X810,Northern NSW,X810.s1
14709,152.4766,-30.3617,1,7,X810,Northern NSW,X810.s1
14710,152.4762,-30.367,1,7,X810,Northern NSW,X810.s1
14711,152.478,-30.3684,1,7,X810,Northern NSW,X810.s1
14712,152.4768,-30.3732,1,7,X810,Northern NSW,X810.s1
14713,152.4789,-30.3779,1,7,X810,Northern NSW,X810.s1
14714,152.4774,-30.3791,1,7,X810,Northern NSW,X810.s1
14715,152.4777,-30.3898,1,7,X810,Northern NSW,X810.s1
14716,152.4841,-30.3915,1,7,X810,Northern NSW,X810.s1
14717,152.4786,-30.397,1,7,X810,Northern NSW,X810.s1
14718,152.4652,-30.3956,1,7,X810,Northern NSW,X810.s1
14719,152.4605,-30.3981,1,7,X810,Northern NSW,X810.s1
14720,152.4539,-30.3968,1,7,X810,Northern NSW,X810.s1
14721,152.4489,-30.4009,1,7,X810,Northern NSW,X810.s1
14722,152.4463,-30.3984,1,7,X810,Northern NSW,X810.s1
14723,152.4433,-30.4,1,7,X810,Northern NSW,X810.s1
14724,152.4411,-30.3989,1,7,X810,Northern NSW,X810.s1
14725,152.4371,-30.4008,1,7,X810,Northern NSW,X810.s1
14726,152.4347,-30.4056,1,7,X810,Northern NSW,X810.s1
14727,152.4305,-30.4062,1,7,X810,Northern NSW,X810.s1
14728,152.4306,-30.4122,1,7,X810,Northern NSW,X810.s1
14729,152.4282,-30.4188,1,7,X810,Northern NSW,X810.s1
14730,152.4242,-30.4179,1,7,X810,Northern NSW,X810.s1
14731,152.4167,-30.4073,1,7,X810,Northern NSW,X810.s1
14732,152.4137,-30.4063,1,7,X810,Northern NSW,X810.s1
14733,152.4085,-30.3995,1,7,X810,Northern NSW,X810.s1
14734,152.3971,-30.3924,1,7,X810,Northern NSW,X810.s1
14735,152.3944,-30.387,1,7,X810,Northern NSW,X810.s1
14736,152.3904,-30.3863,1,7,X810,Northern NSW,X810.s1
14737,152.3875,-30.3832,1,7,X810,Northern NSW,X810.s1
14738,152.3899,-30.3747,1,7,X810,Northern NSW,X810.s1
14739,152.386,-30.3709,1,7,X810,Northern NSW,X810.s1
14740,152.3835,-30.3641,1,7,X810,Northern NSW,X810.s1
14741,152.3816,-30.3626,1,7,X810,Northern NSW,X810.s1
14742,152.3646,-30.361,1,7,X810,Northern NSW,X810.s1
14743,152.3656,-30.3541,1,7,X810,Northern NSW,X810.s1
14744,152.3608,-30.3535,1,7,X810,Northern NSW,X810.s1
14745,152.3551,-30.3559,1,7,X810,Northern NSW,X810.s1
14746,152.3518,-30.3554,1,7,X810,Northern NSW,X810.s1
14747,152.3548,-30.3404,1,7,X810,Northern NSW,X810.s1
14748,152.3495,-30.3396,1,7,X810,Northern NSW,X810.s1
14749,152.3512,-30.3337,1,7,X810,Northern NSW,X810.s1
14750,152.3452,-30.3321,1,7,X810,Northern NSW,X810.s1
14751,152.347,-30.3259,1,7,X810,Northern NSW,X810.s1
14752,152.3429,-30.3242,1,7,X810,Northern NSW,X810.s1
14753,152.3446,-30.3151,1,7,X810,Northern NSW,X810.s1
14754,152.3423,-30.3136,1,7,X810,Northern NSW,X810.s1
14755,152.3419,-30.311,1,7,X810,Northern NSW,X810.s1
14756,152.3445,-30.3016,1,7,X810,Northern NSW,X810.s1
14757,152.3472,-30.2999,1,7,X810,Northern NSW,X810.s1
14758,152.3472,-30.2936,1,7,X810,Northern NSW,X810.s1
14759,152.3494,-30.2916,1,7,X810,Northern NSW,X810.s1
14760,152.3441,-30.2903,1,7,X810,Northern NSW,X810.s1
14761,152.341,-30.283,1,7,X810,Northern NSW,X810.s1
14762,152.3394,-30.2824,1,7,X810,Northern NSW,X810.s1
14763,152.339,-30.2788,1,7,X810,Northern NSW,X810.s1
14764,152.3422,-30.276,1,7,X810,Northern NSW,X810.s1
14765,152.3405,-30.2723,1,7,X810,Northern NSW,X810.s1
14766,152.3423,-30.2712,1,7,X810,Northern NSW,X810.s1
14767,152.3423,-30.2692,1,7,X810,Northern NSW,X810.s1
14768,152.3392,-30.2654,1,7,X810,Northern NSW,X810.s1
14769,152.3405,-30.2638,1,7,X810,Northern NSW,X810.s1
14770,152.3379,-30.2629,1,7,X810,Northern NSW,X810.s1
14771,152.3374,-30.2581,1,7,X810,Northern NSW,X810.s1
14772,152.34,-30.2566,1,7,X810,Northern NSW,X810.s1
14773,152.3374,-30.2526,1,7,X810,Northern NSW,X810.s1
14774,152.3406,-30.251,1,7,X810,Northern NSW,X810.s1
14775,152.3401,-30.2474,1,7,X810,Northern NSW,X810.s1
14776,152.3433,-30.2471,1,7,X810,Northern NSW,X810.s1
14777,152.3424,-30.245,1,7,X810,Northern NSW,X810.s1
14778,152.3443,-30.2451,1,7,X810,Northern NSW,X810.s1
14779,152.3446,-30.2418,1,7,X810,Northern NSW,X810.s1
14780,152.3464,-30.2422,1,7,X810,Northern NSW,X810.s1
14781,152.3483,-30.2368,1,7,X810,Northern NSW,X810.s1
14782,152.3504,-30.2353,1,7,X810,Northern NSW,X810.s1
14783,152.3439,-30.2295,1,7,X810,Northern NSW,X810.s1
14784,152.3449,-30.2272,1,7,X810,Northern NSW,X810.s1
14785,152.3391,-30.2255,1,7,X810,Northern NSW,X810.s1
14786,152.3379,-30.2186,1,7,X810,Northern NSW,X810.s1
14787,152.3363,-30.2185,1,7,X810,Northern NSW,X810.s1
14788,152.3356,-30.2207,1,7,X810,Northern NSW,X810.s1
14789,152.3343,-30.219,1,7,X810,Northern NSW,X810.s1
14790,152.3317,-30.2208,1,7,X810,Northern NSW,X810.s1
14791,152.3297,-30.2167,1,7,X810,Northern NSW,X810.s1
14792,152.3259,-30.2173,1,7,X810,Northern NSW,X810.s1
14793,152.3232,-30.213,1,7,X810,Northern NSW,X810.s1
14794,152.3246,-30.2102,1,7,X810,Northern NSW,X810.s1
14795,152.319,-30.2104,1,7,X810,Northern NSW,X810.s1
14796,152.3191,-30.2069,1,7,X810,Northern NSW,X810.s1
14797,152.3157,-30.2091,1,7,X810,Northern NSW,X810.s1
14798,152.3139,-30.2044,1,7,X810,Northern NSW,X810.s1
14799,152.3158,-30.2019,1,7,X810,Northern NSW,X810.s1
14800,152.3104,-30.2007,1,7,X810,Northern NSW,X810.s1
14801,152.3116,-30.1979,1,7,X810,Northern NSW,X810.s1
14802,152.3095,-30.1958,1,7,X810,Northern NSW,X810.s1
14803,152.3132,-30.1924,1,7,X810,Northern NSW,X810.s1
14804,152.311,-30.19,1,7,X810,Northern NSW,X810.s1
14805,152.3145,-30.1874,1,7,X810,Northern NSW,X810.s1
14806,152.3123,-30.1844,1,7,X810,Northern NSW,X810.s1
14807,152.3169,-30.1822,1,7,X810,Northern NSW,X810.s1
14808,152.3132,-30.1778,1,7,X810,Northern NSW,X810.s1
14809,152.3099,-30.1812,1,7,X810,Northern NSW,X810.s1
14810,152.3033,-30.1788,1,7,X810,Northern NSW,X810.s1
14811,152.3111,-30.1737,1,7,X810,Northern NSW,X810.s1
14812,152.3095,-30.1681,1,7,X810,Northern NSW,X810.s1
14813,152.3064,-30.1675,1,7,X810,Northern NSW,X810.s1
14814,152.3092,-30.1612,1,7,X810,Northern NSW,X810.s1
14815,152.312,-30.161,1,7,X810,Northern NSW,X810.s1
14816,152.3152,-30.1631,1,7,X810,Northern NSW,X810.s1
14817,152.3165,-30.1617,1,7,X810,Northern NSW,X810.s1
14818,152.3131,-30.1585,1,7,X810,Northern NSW,X810.s1
14819,152.309,-30.158,1,7,X810,Northern NSW,X810.s1
14820,152.3076,-30.1587,1,7,X810,Northern NSW,X810.s1
14821,152.3072,-30.1621,1,7,X810,Northern NSW,X810.s1
14822,152.3047,-30.1611,1,7,X810,Northern NSW,X810.s1
14823,152.3048,-30.1576,1,7,X810,Northern NSW,X810.s1
14824,152.3096,-30.1481,1,7,X810,Northern NSW,X810.s1
14825,152.302,-30.1447,1,7,X810,Northern NSW,X810.s1
14826,152.3007,-30.1452,1,7,X810,Northern NSW,X810.s1
14827,152.301,-30.1479,1,7,X810,Northern NSW,X810.s1
14828,152.2977,-30.1473,1,7,X810,Northern NSW,X810.s1
14829,152.2978,-30.1445,1,7,X810,Northern NSW,X810.s1
14830,152.3052,-30.1405,1,7,X810,Northern NSW,X810.s1
14831,152.3036,-30.1386,1,7,X810,Northern NSW,X810.s1
14832,152.299,-30.1398,1,7,X810,Northern NSW,X810.s1
14833,152.2969,-30.138,1,7,X810,Northern NSW,X810.s1
14834,152.2965,-30.1328,1,7,X810,Northern NSW,X810.s1
14835,152.301,-30.1334,1,7,X810,Northern NSW,X810.s1
14836,152.3023,-30.1314,1,7,X810,Northern NSW,X810.s1
14837,152.2996,-30.1274,1,7,X810,Northern NSW,X810.s1
14838,152.3005,-30.1234,1,7,X810,Northern NSW,X810.s1
14839,152.2971,-30.1214,1,7,X810,Northern NSW,X810.s1
14840,152.298,-30.116,1,7,X810,Northern NSW,X810.s1
14841,152.2952,-30.1139,1,7,X810,Northern NSW,X810.s1
14842,152.2921,-30.1169,1,7,X810,Northern NSW,X810.s1
14843,152.2924,-30.1119,1,7,X810,Northern NSW,X810.s1
14844,152.287,-30.1094,1,7,X810,Northern NSW,X810.s1
14845,152.2848,-30.1029,1,7,X810,Northern NSW,X810.s1
14846,152.2806,-30.1013,1,7,X810,Northern NSW,X810.s1
14847,152.2793,-30.0991,1,7,X810,Northern NSW,X810.s1
14848,152.2848,-30.0943,1,7,X810,Northern NSW,X810.s1
14849,152.2795,-30.0898,1,7,X810,Northern NSW,X810.s1
14850,152.2794,-30.0878,1,7,X810,Northern NSW,X810.s1
14851,152.295,-30.0847,1,7,X810,Northern NSW,X810.s1
14852,152.2919,-30.0774,1,7,X810,Northern NSW,X810.s1
14853,152.296,-30.075,1,7,X810,Northern NSW,X810.s1
14854,152.292,-30.0713,1,7,X810,Northern NSW,X810.s1
14855,152.2941,-30.0703,1,7,X810,Northern NSW,X810.s1
14856,152.3003,-30.0718,1,7,X810,Northern NSW,X810.s1
14857,152.2986,-30.0681,1,7,X810,Northern NSW,X810.s1
14858,152.2927,-30.0656,1,7,X810,Northern NSW,X810.s1
14859,152.2915,-30.0634,1,7,X810,Northern NSW,X810.s1
14860,152.2932,-30.0602,1,7,X810,Northern NSW,X810.s1
14861,152.3001,-30.0571,1,7,X810,Northern NSW,X810.s1
14862,152.2981,-30.0535,1,7,X810,Northern NSW,X810.s1
14863,152.2924,-30.0523,1,7,X810,Northern NSW,X810.s1
14864,152.2931,-30.0499,1,7,X810,Northern NSW,X810.s1
14865,152.2972,-30.0494,1,7,X810,Northern NSW,X810.s1
14866,152.2996,-30.0463,1,7,X810,Northern NSW,X810.s1
14867,152.2952,-30.0446,1,7,X810,Northern NSW,X810.s1
14868,152.2949,-30.0405,1,7,X810,Northern NSW,X810.s1
14869,152.2972,-30.0389,1,7,X810,Northern NSW,X810.s1
14870,152.3046,-30.0395,1,7,X810,Northern NSW,X810.s1
14871,152.3091,-30.0343,1,7,X810,Northern NSW,X810.s1
14872,152.3155,-30.0346,1,7,X810,Northern NSW,X810.s1
14873,152.3131,-30.0285,1,7,X810,Northern NSW,X810.s1
14874,152.3157,-30.0186,1,7,X810,Northern NSW,X810.s1
14875,152.3127,-30.015,1,7,X810,Northern NSW,X810.s1
14876,152.3172,-30.0055,1,7,X810,Northern NSW,X810.s1
14877,152.3169,-30.001,1,7,X810,Northern NSW,X810.s1
14878,152.3078,-29.9936,1,7,X810,Northern NSW,X810.s1
14879,152.3082,-29.9871,1,7,X810,Northern NSW,X810.s1
14880,152.3032,-29.9879,1,7,X810,Northern NSW,X810.s1
14881,152.3002,-29.9856,1,7,X810,Northern NSW,X810.s1
14882,152.3022,-29.9834,1,7,X810,Northern NSW,X810.s1
14883,152.3078,-29.9825,1,7,X810,Northern NSW,X810.s1
14884,152.3086,-29.9807,1,7,X810,Northern NSW,X810.s1
14885,152.292,-29.9771,1,7,X810,Northern NSW,X810.s1
14886,152.2852,-29.9692,1,7,X810,Northern NSW,X810.s1
14887,152.2878,-29.9658,1,7,X810,Northern NSW,X810.s1
14888,152.2873,-29.9637,1,7,X810,Northern NSW,X810.s1
14889,152.2817,-29.9656,1,7,X810,Northern NSW,X810.s1
14890,152.2755,-29.9612,1,7,X810,Northern NSW,X810.s1
14891,152.2731,-29.9559,1,7,X810,Northern NSW,X810.s1
14892,152.2721,-29.9511,1,7,X810,Northern NSW,X810.s1
14893,152.2735,-29.9451,1,7,X810,Northern NSW,X810.s1
14894,152.2692,-29.9352,1,7,X810,Northern NSW,X810.s1
14895,152.2692,-29.932,1,7,X810,Northern NSW,X810.s1
14896,152.2797,-29.9297,1,7,X810,Northern NSW,X810.s1
14897,152.2839,-29.925,1,7,X810,Northern NSW,X810.s1
14898,152.2821,-29.9218,1,7,X810,Northern NSW,X810.s1
14899,152.279,-29.921,1,7,X810,Northern NSW,X810.s1
14900,152.2708,-29.929,1,7,X810,Northern NSW,X810.s1
14901,152.2677,-29.9287,1,7,X810,Northern NSW,X810.s1
14902,152.2666,-29.9253,1,7,X810,Northern NSW,X810.s1
14903,152.2692,-29.9221,1,7,X810,Northern NSW,X810.s1
14904,152.276,-29.9206,1,7,X810,Northern NSW,X810.s1
14905,152.2788,-29.9182,1,7,X810,Northern NSW,X810.s1
14906,152.2764,-29.9155,1,7,X810,Northern NSW,X810.s1
14907,152.2696,-29.9161,1,7,X810,Northern NSW,X810.s1
14908,152.2686,-29.9134,1,7,X810,Northern NSW,X810.s1
14909,152.2697,-29.911,1,7,X810,Northern NSW,X810.s1
14910,152.2804,-29.9114,1,7,X810,Northern NSW,X810.s1
14911,152.2856,-29.9076,1,7,X810,Northern NSW,X810.s1
14912,152.281,-29.8995,1,7,X810,Northern NSW,X810.s1
14913,152.2813,-29.894,1,7,X810,Northern NSW,X810.s1
14914,152.2853,-29.8867,1,7,X810,Northern NSW,X810.s1
14915,152.2807,-29.8778,1,7,X810,Northern NSW,X810.s1
14916,152.2867,-29.8761,1,7,X810,Northern NSW,X810.s1
14917,152.2876,-29.874,1,7,X810,Northern NSW,X810.s1
14918,152.2863,-29.8715,1,7,X810,Northern NSW,X810.s1
14919,152.2774,-29.8676,1,7,X810,Northern NSW,X810.s1
14920,152.2762,-29.8623,1,7,X810,Northern NSW,X810.s1
14921,152.2825,-29.8586,1,7,X810,Northern NSW,X810.s1
14922,152.2819,-29.8568,1,7,X810,Northern NSW,X810.s1
14923,152.2758,-29.8533,1,7,X810,Northern NSW,X810.s1
14924,152.2739,-29.8462,1,7,X810,Northern NSW,X810.s1
14925,152.2707,-29.849,1,7,X810,Northern NSW,X810.s1
14926,152.2675,-29.848,1,7,X810,Northern NSW,X810.s1
14927,152.2574,-29.8603,1,7,X810,Northern NSW,X810.s1
14928,152.2541,-29.8614,1,7,X810,Northern NSW,X810.s1
14929,152.2511,-29.8651,1,7,X810,Northern NSW,X810.s1
14930,152.2437,-29.8629,1,7,X810,Northern NSW,X810.s1
14931,152.2366,-29.8653,1,7,X810,Northern NSW,X810.s1
14932,152.2342,-29.8639,1,7,X810,Northern NSW,X810.s1
14933,152.2278,-29.8659,1,7,X810,Northern NSW,X810.s1
14934,152.228,-29.8682,1,7,X810,Northern NSW,X810.s1
14935,152.2242,-29.8692,1,7,X810,Northern NSW,X810.s1
14936,152.2222,-29.872,1,7,X810,Northern NSW,X810.s1
14937,152.2205,-29.8708,1,7,X810,Northern NSW,X810.s1
14938,152.214,-29.8714,1,7,X810,Northern NSW,X810.s1
14939,152.2139,-29.8697,1,7,X810,Northern NSW,X810.s1
14940,152.2105,-29.8688,1,7,X810,Northern NSW,X810.s1
14941,152.2079,-29.8661,1,7,X810,Northern NSW,X810.s1
14942,152.2049,-29.8681,1,7,X810,Northern NSW,X810.s1
14943,152.2001,-29.8684,1,7,X810,Northern NSW,X810.s1
14944,152.1969,-29.8721,1,7,X810,Northern NSW,X810.s1
14945,152.198,-29.8754,1,7,X810,Northern NSW,X810.s1
14946,152.1922,-29.8765,1,7,X810,Northern NSW,X810.s1
14947,152.1685,-29.8698,1,7,X810,Northern NSW,X810.s1
14948,152.1683,-29.8686,1,7,X810,Northern NSW,X810.s1
14949,152.1701,-29.8628,1,7,X810,Northern NSW,X810.s1
14950,152.1686,-29.8536,1,7,X810,Northern NSW,X810.s1
14951,152.1712,-29.8524,1,7,X810,Northern NSW,X810.s1
14952,152.1732,-29.8477,1,7,X810,Northern NSW,X810.s1
14953,152.1753,-29.8501,1,7,X810,Northern NSW,X810.s1
14954,152.1777,-29.8478,1,7,X810,Northern NSW,X810.s1
14955,152.1753,-29.8456,1,7,X810,Northern NSW,X810.s1
14956,152.1758,-29.8428,1,7,X810,Northern NSW,X810.s1
14957,152.1702,-29.8406,1,7,X810,Northern NSW,X810.s1
14958,152.1722,-29.837,1,7,X810,Northern NSW,X810.s1
14959,152.1759,-29.8357,1,7,X810,Northern NSW,X810.s1
14960,152.1744,-29.8318,1,7,X810,Northern NSW,X810.s1
14961,152.1774,-29.83,1,7,X810,Northern NSW,X810.s1
14962,152.1777,-29.8265,1,7,X810,Northern NSW,X810.s1
14963,152.1747,-29.8271,1,7,X810,Northern NSW,X810.s1
